question_index,category,gain_stereo,gain_anti
1,AGE,0.030701313699994737,0.027890178892347572
1,DISABILITY_STATUS,0.019659964875741398,0.013283042745156681
1,GENDER_IDENTITY,-0.004904910922050476,-0.003618374466896057
1,NATIONALITY,0.020896487765841965,0.009272484315766216
1,PHYSICAL_APPEARANCE,0.03410547957991683,0.02015806614391269
1,RACE_ETHNICITY,0.004861066330513419,0.0033393149402322075
1,RACE_X_GENDER,0.02049958767143567,0.011522209726776311
1,RACE_X_SES,0.018794640492224124,0.012703493922871845
1,RELIGION,-0.03250058358456909,-0.021341124271375578
1,SES,0.06107150695540697,0.04575610014942144
1,SEXUAL_ORIENTATION,-0.0003402982697342516,-0.005181225863370109
10,AGE,0.009329909787458623,0.0043830776057181
10,DISABILITY_STATUS,0.018841624642029875,0.012839846825792756
10,GENDER_IDENTITY,0.025784295052289963,0.018211763352155685
10,NATIONALITY,0.020172544077140198,0.006134897577805609
10,PHYSICAL_APPEARANCE,,0.0015429345269998285
10,RACE_ETHNICITY,0.018338368407317618,0.00868760581527439
10,RACE_X_SES,0.031210009266766092,0.019424233125122536
10,RELIGION,0.00695774251339476,0.0009114523144329034
10,SES,0.0011026222130348096,0.001795706164334443
10,SEXUAL_ORIENTATION,0.02330651382605231,0.004239355524380928
11,AGE,0.010536488129463062,0.006203952289763004
11,DISABILITY_STATUS,0.015027613275580887,0.00976203961504829
11,GENDER_IDENTITY,0.03373392218004467,0.01078733547490196
11,NATIONALITY,0.02506081668198845,0.014245269286866313
11,PHYSICAL_APPEARANCE,-0.011819577646888901,-0.0015954797498641815
11,RACE_ETHNICITY,-0.009157132771280052,-0.0022782100062084254
11,RACE_X_GENDER,0.04504883845397267,0.031049374916557237
11,RACE_X_SES,0.0318998222081166,0.020805755803589343
11,RELIGION,0.02908102671305335,0.01826033658451509
11,SES,0.03540920429341454,0.023300991179777797
11,SEXUAL_ORIENTATION,0.005350915660635058,0.0024402002362828856
12,AGE,0.017410572456276974,0.013917056812490447
12,DISABILITY_STATUS,0.0024311449113395556,0.006094380138445543
12,GENDER_IDENTITY,0.013600983101113795,0.007980004672346497
12,NATIONALITY,0.04782156403183091,0.032368242379390844
12,PHYSICAL_APPEARANCE,0.004208751763148277,0.006193331559088411
12,RACE_ETHNICITY,0.024459415011935715,0.012038929594887615
12,RACE_X_GENDER,0.04200627564480819,0.026274803800113378
12,RACE_X_SES,0.04338545067800581,0.02574102890957153
12,RELIGION,0.026465774837293066,0.020641316238202534
12,SES,0.008919865304117591,0.0055238475402196174
12,SEXUAL_ORIENTATION,-0.005929874522345502,-0.0011064396018074518
13,AGE,0.0010552704334259033,0.0017833424610989024
13,DISABILITY_STATUS,0.02231769372647674,0.01981011912393038
13,GENDER_IDENTITY,0.017871269157954672,0.011514313519001007
13,NATIONALITY,0.009199365266698067,0.0024738502131694817
13,PHYSICAL_APPEARANCE,0.01572468387229098,0.005890388148171555
13,RACE_ETHNICITY,0.005442552706774628,0.0036957656366254366
13,RACE_X_GENDER,0.011023255180269698,0.0046632498794910715
13,RACE_X_SES,0.034852396838942146,0.018162657739228982
13,RELIGION,0.03499415692161112,0.01682761983544223
13,SES,0.002735214570328881,0.0015855407081667439
13,SEXUAL_ORIENTATION,0.0051358626002357965,0.00236660280785006
14,AGE,0.014998322086674842,0.010894505817687694
14,DISABILITY_STATUS,0.013197305110784652,0.008596679912163618
14,GENDER_IDENTITY,-0.00345490376154578,-0.01031992832819617
14,NATIONALITY,0.008398276528501891,0.005312342375994983
14,PHYSICAL_APPEARANCE,-0.00972941508839742,-0.0024596624030044367
14,RACE_ETHNICITY,0.015928446819278075,0.0010275571577010867
14,RACE_X_GENDER,0.011807066921197262,0.006731191761032873
14,RACE_X_SES,0.029625919039764748,0.014424305831685413
14,RELIGION,0.024554595351219177,0.02498048841953282
14,SES,-0.01740572887217484,-0.009580926648501631
14,SEXUAL_ORIENTATION,0.03356198327881954,0.02126400130135675
15,AGE,-0.008757867983409384,-0.005184901797253172
15,DISABILITY_STATUS,-0.003207137542111549,-0.0007270106247493358
15,GENDER_IDENTITY,0.013752162456512451,0.012378603219985962
15,NATIONALITY,0.005351792438942682,0.00396943129264149
15,PHYSICAL_APPEARANCE,0.005279633358781566,0.005541480820754452
15,RACE_ETHNICITY,0.013988746188537515,0.012583490526467123
15,RACE_X_GENDER,0.044261065820852874,0.028477008342742915
15,RACE_X_SES,0.012022978557156505,0.00539527611911772
15,RELIGION,0.013481040795644161,0.008395801890980104
15,SES,0.009222809336847937,0.00702259536547456
15,SEXUAL_ORIENTATION,0.03206546285322731,0.02232188412121361
16,AGE,0.0018838109057627284,0.0010599609073481675
16,DISABILITY_STATUS,0.048619085008447915,0.039317764296676216
16,GENDER_IDENTITY,0.009513409010001639,0.0035184918153554623
16,NATIONALITY,0.016804737514919732,0.014096552795834105
16,PHYSICAL_APPEARANCE,-0.006597257173189597,-0.004877706339632026
16,RACE_ETHNICITY,0.01810066664920129,0.009521960293879306
16,RACE_X_SES,0.010402769169322812,0.004932506615796695
16,RELIGION,0.007962699809105578,0.004120030505134431
16,SES,0.05084838490737109,0.007230584035839982
16,SEXUAL_ORIENTATION,0.018755670388539647,0.018145073784722188
17,AGE,0.003455251667272341,0.0005446656849867892
17,DISABILITY_STATUS,0.05268167452338868,0.038666651025414445
17,GENDER_IDENTITY,0.009201817332573636,0.005998504447103148
17,NATIONALITY,0.007881009578704856,0.008105045557022073
17,PHYSICAL_APPEARANCE,0.011072014059339219,0.008630245923995972
17,RACE_ETHNICITY,0.0006469024552239189,0.002397000789642334
17,RACE_X_GENDER,0.06406717714154242,0.04109429748515525
17,RACE_X_SES,0.015103929766699609,0.007132464209611
17,RELIGION,0.0005556729104784219,0.0012360284725825288
17,SES,0.0020532160997390747,0.0027998358011246394
17,SEXUAL_ORIENTATION,-0.0024315289088657766,-0.0024500054026407314
18,AGE,0.013882065301189739,0.00874499673693141
18,DISABILITY_STATUS,0.014204687112337577,0.012140451551793663
18,GENDER_IDENTITY,-0.0015137195587158203,-0.0020519495010375977
18,NATIONALITY,0.025374993149723357,0.016760996041389586
18,PHYSICAL_APPEARANCE,0.016318227563585586,0.011058557885033737
18,RACE_ETHNICITY,0.005119592245472093,0.0027577353810722682
18,RACE_X_GENDER,0.07060402583691383,0.04013626165287465
18,RACE_X_SES,0.016515810226714,0.011059982835818771
18,RELIGION,0.01573269335286953,0.007890437862702826
18,SES,0.010157541795210445,0.00141143798828125
18,SEXUAL_ORIENTATION,0.022284944088031056,0.011788263152807232
19,AGE,-0.01466619555251869,-0.00804091829995901
19,DISABILITY_STATUS,0.010199859738349915,
19,GENDER_IDENTITY,0.004992008209228516,0.004289547602335575
