question_index,category,gain_stereo,gain_anti
1,AGE,0.0732263,0.06523603
1,DISABILITY_STATUS,0.07238597,0.052219957
1,GENDER_IDENTITY,0.04512605,0.040627837
1,NATIONALITY,0.09159821,0.05697605
1,PHYSICAL_APPEARANCE,0.093655646,0.063621074
1,RACE_ETHNICITY,0.022823423,0.018438458
1,RACE_X_GENDER,0.10798906,0.052066818
1,RACE_X_SES,0.09695782,0.061827794
1,RELIGION,-0.063108146,-0.028692245
1,SES,0.17053479,0.12743714
1,SEXUAL_ORIENTATION,0.014457852,-0.029277384
10,AGE,0.036772072,0.02053985
10,DISABILITY_STATUS,0.065170944,0.043995798
10,GENDER_IDENTITY,0.076753676,0.06605601
10,NATIONALITY,0.055378586,0.016386747
10,PHYSICAL_APPEARANCE,,0.03580174
10,RACE_ETHNICITY,0.08585906,0.040088147
10,RACE_X_SES,0.08761531,0.053765357
10,RELIGION,0.06338027,0.026201159
10,SES,0.014847934,-0.026957393
10,SEXUAL_ORIENTATION,0.08192554,0.0057469606
11,AGE,0.092855036,0.052128196
11,DISABILITY_STATUS,0.0643315,0.03659019
11,GENDER_IDENTITY,0.12062669,0.039364398
11,NATIONALITY,0.14242625,0.07826772
11,PHYSICAL_APPEARANCE,0.03184335,0.010956183
11,RACE_ETHNICITY,0.041740328,0.03487304
11,RACE_X_GENDER,0.16468677,0.11906281
11,RACE_X_SES,0.10028392,0.06372926
11,RELIGION,0.13593729,0.07969044
11,SES,0.1364323,0.09013043
11,SEXUAL_ORIENTATION,0.033646196,0.00947687
12,AGE,0.1600212,0.14486127
12,DISABILITY_STATUS,0.015096903,0.022860408
12,GENDER_IDENTITY,0.040530562,0.0286327
12,NATIONALITY,0.18778537,0.12725602
12,PHYSICAL_APPEARANCE,0.061420664,0.052205473
12,RACE_ETHNICITY,0.046898484,0.021979868
12,RACE_X_GENDER,0.14935115,0.09409177
12,RACE_X_SES,0.1027495,0.056146443
12,RELIGION,0.06247051,0.052195534
12,SES,0.09416728,0.05878268
12,SEXUAL_ORIENTATION,0.00695467,0.0124107
13,AGE,0.045146286,0.03336525
13,DISABILITY_STATUS,0.097284675,0.07417476
13,GENDER_IDENTITY,0.11069445,0.027977288
13,NATIONALITY,0.10046077,0.055532634
13,PHYSICAL_APPEARANCE,0.06663516,0.01135394
13,RACE_ETHNICITY,0.07197943,0.04038024
13,RACE_X_GENDER,0.05855322,0.03378269
13,RACE_X_SES,0.092339635,0.04594621
13,RELIGION,0.15205881,0.06308186
13,SES,0.00082591176,-0.0032009184
13,SEXUAL_ORIENTATION,0.0639177,0.037565082
14,AGE,0.10281591,0.071080014
14,DISABILITY_STATUS,0.043806612,0.0158014
14,GENDER_IDENTITY,0.040477514,-0.0013121516
14,NATIONALITY,0.0396052,0.025651902
14,PHYSICAL_APPEARANCE,0.011799723,0.0046215355
14,RACE_ETHNICITY,0.08052933,0.013738215
14,RACE_X_GENDER,0.08081895,0.04915884
14,RACE_X_SES,0.12902442,0.0704909
14,RELIGION,0.12646542,0.12374933
14,SES,-0.0039129853,-0.0008301735
14,SEXUAL_ORIENTATION,0.11962843,0.076943904
15,AGE,-0.029891819,-0.0150951
15,DISABILITY_STATUS,0.015809417,0.009273469
15,GENDER_IDENTITY,0.05530253,0.05977139
15,NATIONALITY,0.05309689,0.03835395
15,PHYSICAL_APPEARANCE,0.063468575,0.033521175
15,RACE_ETHNICITY,0.07014865,0.051176816
15,RACE_X_GENDER,0.14611858,0.0885534
15,RACE_X_SES,0.10090655,0.060151786
15,RELIGION,0.04921785,0.042847842
15,SES,0.087283894,0.048072472
15,SEXUAL_ORIENTATION,0.0743407,0.05127275
16,AGE,0.03846413,0.0158149
16,DISABILITY_STATUS,0.120220274,0.106927514
16,GENDER_IDENTITY,0.10959509,0.061519086
16,NATIONALITY,0.025979996,0.01668784
16,PHYSICAL_APPEARANCE,0.066883385,0.03766823
16,RACE_ETHNICITY,0.09854925,0.052948117
16,RACE_X_SES,0.08647746,0.050030857
16,RELIGION,0.042191982,0.018667072
16,SES,0.17177534,0.030620694
16,SEXUAL_ORIENTATION,0.05445817,0.05962172
17,AGE,0.04589072,0.018731982
17,DISABILITY_STATUS,0.1370682,0.10490064
17,GENDER_IDENTITY,0.065476656,0.040594667
17,NATIONALITY,0.0853284,0.08727145
17,PHYSICAL_APPEARANCE,0.06872252,0.051233083
17,RACE_ETHNICITY,0.014585495,0.015797734
17,RACE_X_GENDER,0.13200366,0.077569544
17,RACE_X_SES,0.046628624,0.026337773
17,RELIGION,0.021122545,0.0051873326
17,SES,0.050480276,0.016871482
17,SEXUAL_ORIENTATION,0.041422337,0.024951637
18,AGE,0.044665724,0.029411316
18,DISABILITY_STATUS,0.058457464,0.045566022
18,GENDER_IDENTITY,0.13750768,0.14768001
18,NATIONALITY,0.06802353,0.044389486
18,PHYSICAL_APPEARANCE,0.059575826,0.035749733
18,RACE_ETHNICITY,0.047418654,0.013152659
18,RACE_X_GENDER,0.1306847,0.075522065
18,RACE_X_SES,0.054170966,0.038556844
18,RELIGION,0.053895384,0.025185525
18,SES,0.08501808,0.042468056
18,SEXUAL_ORIENTATION,0.07716727,0.033608973
19,AGE,-0.0062806606,-0.0023690462
19,DISABILITY_STATUS,0.07346547,
19,GENDER_IDENTITY,0.06268296,0.026187211
19,NATIONALITY,0.06289816,0.027219355
19,PHYSICAL_APPEARANCE,0.060520887,-0.05238974
19,RACE_ETHNICITY,0.07010412,0.042016447
19,RACE_X_GENDER,0.19664766,0.1316516
19,RACE_X_SES,0.040376365,0.027890652
19,RELIGION,0.083917856,0.054552436
19,SES,0.042479575,0.029947728
19,SEXUAL_ORIENTATION,0.012090266,0.011109084
2,AGE,0.081394374,0.040180147
2,DISABILITY_STATUS,0.063958496,0.036310464
2,GENDER_IDENTITY,0.032367766,0.032046735
2,NATIONALITY,0.02562797,0.008254856
2,PHYSICAL_APPEARANCE,0.060038775,0.04366058
2,RACE_ETHNICITY,0.13659726,0.119937494
2,RACE_X_GENDER,0.097786754,0.055274576
2,RACE_X_SES,0.07348026,0.04451798
2,RELIGION,-0.0020969212,-6.4224005e-05
2,SES,0.054193616,0.040866673
2,SEXUAL_ORIENTATION,0.057593614,-0.029043615
20,AGE,0.08177793,0.03943491
20,DISABILITY_STATUS,0.08833349,0.08400294
20,GENDER_IDENTITY,0.09200546,0.01817444
20,NATIONALITY,0.011576116,0.0077936053
20,PHYSICAL_APPEARANCE,0.0806472,0.03183931
20,RACE_ETHNICITY,0.104536235,0.073177755
20,RACE_X_GENDER,0.17591856,0.10211046
20,RACE_X_SES,0.02953124,0.017214596
20,RELIGION,0.0913305,0.08068016
20,SES,0.11986682,0.06338476
20,SEXUAL_ORIENTATION,0.14885737,0.053033575
21,AGE,0.061795756,0.024925813
21,DISABILITY_STATUS,0.19477724,0.12422623
21,GENDER_IDENTITY,0.083152324,0.06745121
21,NATIONALITY,0.16054034,0.06739649
21,PHYSICAL_APPEARANCE,0.009186178,-0.001188308
21,RACE_ETHNICITY,0.03353837,0.027808994
21,RACE_X_GENDER,0.13427693,0.10217914
21,RACE_X_SES,0.074849725,0.05618137
21,RELIGION,0.11587298,0.047277182
21,SES,0.078986466,0.04321477
