question_index,category,gain_stereo,gain_anti
1,AGE,0.08724269923709693,0.08035645352469556
1,DISABILITY_STATUS,0.1346765235066414,0.10434388120969135
1,GENDER_IDENTITY,0.04927334189414978,0.047039300203323364
1,NATIONALITY,0.14901781578858697,0.08488675206899643
1,PHYSICAL_APPEARANCE,0.1255895300394928,0.08755407554488026
1,RACE_ETHNICITY,0.06229221377425359,0.04571989906560364
1,RACE_X_GENDER,0.0987599664662634,0.04880165655221991
1,RACE_X_SES,0.10419407732302405,0.06217166206428043
1,RELIGION,-0.03723163765017723,-0.02809504011637487
1,SES,0.10908678715879266,0.07428402563075087
1,SEXUAL_ORIENTATION,0.05278215128363983,-0.018184084783900822
10,AGE,0.036995288203744314,0.022015143020384875
10,DISABILITY_STATUS,0.030024916124649526,0.03078296668978353
10,GENDER_IDENTITY,0.08378001023083925,0.062193835712969325
10,NATIONALITY,0.03957502619389408,0.01172322113545432
10,PHYSICAL_APPEARANCE,,0.04560106475320125
10,RACE_ETHNICITY,0.08635163786155842,0.03985089116862839
10,RACE_X_SES,0.14395591321106654,0.08873422393669178
10,RELIGION,0.020991072935216515,-0.0035763349311025427
10,SES,0.05177884060761029,-0.016347977393431634
10,SEXUAL_ORIENTATION,0.07801123460133874,0.01498911778132117
11,AGE,-0.01435825409311231,-0.003638679782549503
11,DISABILITY_STATUS,0.055773198087182285,0.03291377870159018
11,GENDER_IDENTITY,0.1121233373722702,0.02363550178286733
11,NATIONALITY,0.10961410148851519,0.06161695397367667
11,PHYSICAL_APPEARANCE,0.02706625972798471,-0.004668437319417129
11,RACE_ETHNICITY,0.030693690809938667,0.013638084770267844
11,RACE_X_GENDER,0.10492426668802068,0.07481404016912763
11,RACE_X_SES,0.07849495548199903,0.051662450763995005
11,RELIGION,0.07764972580803764,0.047660729123486456
11,SES,0.10877948282528871,0.07362176340862214
11,SEXUAL_ORIENTATION,0.05198926465553155,0.013657620666842729
12,AGE,0.1440876515015312,0.12780214591967215
12,DISABILITY_STATUS,0.018479792480794788,0.02204070680322706
12,GENDER_IDENTITY,0.004676778057209674,0.012643207969336712
12,NATIONALITY,0.23731288010206059,0.15795321034060578
12,PHYSICAL_APPEARANCE,0.08626213688679024,0.0570242267349072
12,RACE_ETHNICITY,0.03526271382967627,0.02177353865570497
12,RACE_X_GENDER,0.11845271458679985,0.07964650665720308
